contrast,correlation,energy,entropy,homogeneity,output
1.018995098,0.81480882,0.058141976,7.849910699,0.730928637,0
1.016176471,0.814483427,0.058124491,7.849401231,0.730742589,0
1.038495711,0.821071792,0.057336489,7.858981449,0.730309327,0
1.423238358,0.770585081,0.045597204,7.869812341,0.695042637,0
1.638434436,0.737407665,0.041625612,7.875338348,0.675610849,0
1.645113358,0.67468618,0.045787618,7.821593255,0.657851891,0
1.558854167,0.668948096,0.05211606,7.784519407,0.66741655,0
1.23481924,0.777256607,0.053774379,7.881810068,0.722246221,0
1.479335172,0.730875026,0.045359081,7.869959523,0.681170161,0
1.002910539,0.829769283,0.059177627,7.845402998,0.75183663,0
0.172855392,0.963018476,0.133784642,7.532581227,0.918563623,0
0.819056373,0.859035634,0.059254646,7.894076495,0.748000153,0
0.851011029,0.855911124,0.057884624,7.897263946,0.74448606,0
0.848069853,0.855923347,0.058333071,7.900421131,0.745551471,0
1.29598652,0.760968273,0.048414644,7.842220487,0.687985236,0
1.248897059,0.762069811,0.049578693,7.830722041,0.691082516,0
1.256847426,0.762455624,0.049325534,7.83091784,0.69104597,0
1.217830882,0.765922882,0.05015148,7.835458547,0.693092576,0
1.201087623,0.769587642,0.050394104,7.836698358,0.694299939,0
1.23314951,0.762629963,0.049637759,7.839390484,0.689935917,0
1.221568627,0.768048583,0.04955429,7.836498584,0.691505092,0
0.664261642,0.895565284,0.067883806,7.736107552,0.783327972,0
1.225704657,0.766395354,0.049661226,7.83957252,0.691863292,0
1.219454657,0.776092382,0.048737961,7.851696861,0.69441957,0
1.016927083,0.775680823,0.05729297,7.829106919,0.703228656,0
0.992095588,0.778978427,0.057889134,7.822612166,0.707062653,0
1.00859375,0.779923177,0.056348402,7.816215787,0.704561632,0
1.01997549,0.773133171,0.056832773,7.809105731,0.701537735,0
0.65791973,0.856297015,0.074702167,7.757299665,0.770631383,0
0.667340686,0.857899704,0.072833713,7.768376523,0.769180453,0
0.641911765,0.862757786,0.074879279,7.764097702,0.77552149,0
0.621721814,0.86844479,0.074745724,7.766737166,0.777581955,0
0.343458946,0.935553164,0.115237145,7.661872675,0.883870762,0
0.536672794,0.880697154,0.082670716,7.760457684,0.800814696,0
0.475321691,0.893166266,0.0894354,7.52526311,0.81995864,0
0.438740809,0.901541396,0.089304637,7.712305703,0.826559181,0
0.323743873,0.92075984,0.1062941,7.701511775,0.857974622,0
0.307169118,0.924188581,0.110007898,7.703675939,0.864606822,0
0.420281863,0.911033751,0.08851773,7.742303116,0.830725592,0
0.420695466,0.908359082,0.090221894,7.735130665,0.831094005,0
0.421507353,0.909184284,0.089982339,7.743428424,0.831709559,0
0.852282475,0.872885096,0.062684941,7.820901963,0.784881025,0
0.833578431,0.883322225,0.067903507,7.788062465,0.804658066,0
0.290548407,0.972736109,0.094199952,7.747247444,0.884797539,0
1.189996936,0.830411588,0.051511757,7.850486576,0.744465635,0
0.7640625,0.87684837,0.069061943,7.798009765,0.794205729,0
